COUNTRY,CYCLE YEAR 1,CYCLE YEAR 2,ARTICLE/GR,CEDAW RECOMMENDATION,IMPLEMENTATION STATUS ,STATE ACTION,CATEGORY 1,INCOME STATUS,HUMANITARIAN CRISIS STATUS,Form of violence,Form of violence 2,Intersectional features,CSO commentary,Completed row? (Y/N),Violence,Forced,Sexual harassment,IPV,Femicide,FGM,Stalking,Rape,Forced marriage,Combined GBV
SEYCHELLES ,2013,2018,General recommendation 19,"The Committee recommends that the State party accelerate the reform of its judicial system to prevent delays in the disposal of cases, in particular in cases of violence against women.",Inadequate response,The relevant legislations are under review and updates will be available shortly. Additional actions include various presentations made by the Attorney-General’s Office to a variety of audiences to explain a number of proposed amendments to the Penal and Civil Codes. There have also been appearances in mass media on live discussion programmes (Dyalog An Direk – Live Dialogue). Proposed amendments include changes in the Civil Code to provide for fairer inheritance for children born out of wedlock and for women who were co¬habiting with their partners.,Legislation/policy change,High,N,,,,,,1,0,0,0,0,0,0,0,0,1
SEYCHELLES ,2013,2018,"Article 2, Article 3","The Committee, in accordance with its general recommendation No. 6 on effective national machinery and publicity, and the guidance provided in the Beijing Platform for Action, in particular regarding the conditions necessary for the effective functioning of national machineries, recommends that the State party strengthen the Gender Secretariat and provide it with the authority, decision-making power and human and financial resources necessary for it to work effectively for the promotion of gender equality and the enjoyment by women of their rights, including its capacity for effective coordination and cooperation among the various gender equality and human rights mechanisms and with civil society.",Partial,The National Gender Policy was officially launched on 25th November 2016 to mark the start of 16 days of Activism Against Gender-Based Violence 2016 (25 Nov-10 Dec). An action plan is to be developed with the involvement of all relevant sectors. Copies of the National Policy have been widely disseminated to all stakeholders including international partners.,Legislation/policy change,High,N,,,,,,1,0,0,0,0,0,0,0,0,1
SEYCHELLES ,2013,2018,"Article 2, Article 3","The Committee, in accordance with its general recommendation No. 6 on effective national machinery and publicity, and the guidance provided in the Beijing Platform for Action, in particular regarding the conditions necessary for the effective functioning of national machineries, recommends that the State party ensure the effective functioning of the gender mainstreaming strategy.",Partial,The National Gender Policy was officially launched on 25th November 2016 to mark the start of 16 days of Activism Against Gender-Based Violence 2016 (25 Nov-10 Dec). An action plan is to be developed with the involvement of all relevant sectors. Copies of the National Policy have been widely disseminated to all stakeholders including international partners.,Legislation/policy change,High,N,,,,,,1,0,0,0,0,0,0,0,0,1
SEYCHELLES ,2013,2018,"Article 2, Article 3, Article 5(a)","The Committee, in accordance with its general recommendation No. 6 on effective national machinery and publicity, and the guidance provided in the Beijing Platform for Action, in particular regarding the conditions necessary for the effective functioning of national machineries, recommends that the State party finalize, without delay, the national gender policy and its action plan, and ensure the effective implementation of the measures aiming at strengthening policies, programmes and campaigns addressing gender stereotyping; and develop a national action plan for the implementation of the present concluding observations.",Partial,The National Gender Policy was officially launched on 25th November 2016 to mark the start of 16 days of Activism Against Gender-Based Violence 2016 (25 Nov-10 Dec). An action plan is to be developed with the involvement of all relevant sectors. Copies of the National Policy have been widely disseminated to all stakeholders including international partners.,Legislation/policy change,High,N,,,,,,1,0,0,0,0,0,0,0,0,1
SEYCHELLES ,2013,2018,"Article 2, Article 3, Article 5(a)","The Committee recommends that the State party include in its national gender policy comprehensive measures aimed at women and men, girls and boys, to overcome stereotypical attitudes about the roles and responsibilities of women and men in the family and in society, to increase the participation of men in child-raising and other domestic duties and to eliminate patriarchal stereotypes in media advertisements and vacancy announcements.",Partial,"The National Gender Policy includes objectives to increase women, men, girls and boys access to quality education and training programmes to build a productive work force, free of gender stereotypes. The strategy to achieve this includes the strengthening of policies, programmes and campaigns addressing gender stereotyping in education/training, and linking gender stereotyping to gender-based violence, bullying, alcohol and substance abuse and risky sexual behaviour.

The Policy also includes an objective to mainstream gender in all information, communication, electronic media, and media policies, strategies and laws; and increase programmes for, by, and about women and challenge gender stereotypes in the media.

The Plan of Action has yet to be developed.",Awareness campaign,High,N,,,,,,1,0,0,0,0,0,0,0,0,1
SEYCHELLES ,2013,2018,General recommendation 19,The Committee urges the State party to adopt a comprehensive strategy to combat violence against women.,Partial,"In January 2016, the Social Affairs Department in collaboration with The National Bureau of Statistics and a South African NGO, Gender Links carried out a GBV/Relationship survey for both men and women in Seychelles. The final report of the study is to be officially launched during the 16 days of Activism against GBV 2017.

",Legislation/policy change,High,N,,,,,,1,0,0,0,0,0,0,0,0,1
SEYCHELLES ,2013,2018,General recommendation 19,"The Committee urges the State party to adopt a comprehensive law on violence against women that specifically criminalizes acts of domestic violence, including marital rape, and ensure that acts of domestic violence are tried by the criminal courts rather than the Family Tribunal.",Unacknowledged,No state action taken ,Legislation/policy change,High,N,,,,,,1,0,0,0,0,0,0,1,0,1
SEYCHELLES ,2013,2018,Article 11(1)(f),"The Committee recommends that the State party finalize, without delay, the revision of the Employment Act and ensure that it clearly defines and prohibits sexual harassment in the workplace, requires employers to prevent sexual harassment and provides for adequate sanctions for acts of sexual harassment, in addition to the existing sanctions for breaches of the “bond of peace”, decided by the courts.",Partial,"The definition and prohibition, the employer’s prevention and sanctions will be included in the reviewed Employment Bill:
·	Art. 48 (a) “An employer shall not use explicitly or implicitly a person’s 
rejection of, or submission to, conduct of a sexual nature and other conduct, physical, verbal or non-verbal, based on sex affecting the dignity of women and men, which is unwelcome unreasonable and offensive to the recipient as a basis for a decision which affects the person’s job”;
·	Art. 48 (b) “A worker towards whom such an act is committed is deemed to have been sexually harassed and may initiate the grievance procedure”;
·	Art. 48. 5 (a) states the obligation for the employer to ensure that no act of harassment is committed in the enterprise;
·	Art. 92. 1 (i) and 93.2 provide adequate sanctions for acts of sexual harassment.",Legislation/policy change,High,N,,,,,,0,0,1,0,0,0,0,0,0,1
SEYCHELLES ,2013,2018,Article 3,"The Committee notes that the adherence of the State party to the nine major international human rights instruments  would enhance the enjoyment by women of their human rights and fundamental freedoms in all aspects of life. The Committee therefore encourages the State party to consider ratifying the International Convention for the Protection of All Persons from Enforced Disappearance, to which it is not yet a party.",Unacknowledged,No state action taken ,Multilateral assistance,High,N,,,,,,0,1,0,0,0,0,0,0,0,1
SEYCHELLES ,2013,2018,General recommendation 19,"The Committee urges the State party to encourage women and girls who are victims of violence to report cases to the police, by raising awareness about the criminal nature of such acts, de-stigmatizing victims and providing systematic training to judges, prosecutors, the police and law enforcement and medical personnel on standardized, gender-sensitive procedures for dealing with victims of violence against women and effectively investigating complaints.",Partial,"A module on Gender-Based Violence has also been developed for students in professional centres. The module is to be handed over to the centres soon.

Orange Day Commemoration (every 25th of every month).

Letters were sent in 2016 to all Principal Secretaries and other agencies for the commemoration of the Orange Day at their respective departments. Orange Day Banners have also been presented to the Judiciary, Parliament and the National Library.

In 2017, this campaign has been brought to the secondary schools through a Poster, Poem & Essay competition. Prize giving ceremony for this competition will take place during the 16 days of Activism against GBV 2017.
",Awareness campaign,High,N,,,,,,1,0,0,0,0,0,0,0,0,1
SIERRA LEONE,2007,2012," Article 3, General Recommendation 19","Provide information in its next report on the laws, policies and programmes in place to deal with all forms of violence against women and on the impact of such measures, as well as on data and trends.",Implemented,"The State Report reports all laws, policies and programmes that have been implemented to deal with all forms of violence against women and on the impact of such measures (see above rows).                                                                                        The State Report includes some data and trends. The FSUs supported by UNFPA also issued a Situation Report on the status of Sexual Abuse and Domestic Violence cases reported to them.           ",Data collection,Low ,N,,,,,,1,0,0,0,0,0,0,0,0,1
SIERRA LEONE,2007,2012,Article 3,"Begin designing a system of data collection, including the use of measurable indicators to assess trends.                                                     ",Implemented,"Statistics Sierra Leone was commissioned to generate key primary data relevant to some of the Convention Articles across the country.  Various studies and surveys have been carried out in the areas of health, views on FGM and sexual violence, sexual violence rates, infant and maternal mortality rates, education, employment and access to justice.",Data collection,Low ,N,,,,,,1,0,0,0,0,0,0,0,0,1
SIERRA LEONE,2007,2012,"Article 2, Article 3",Accelerate the law review process. Take a holistic approach to law reform.             ,Implemented,"The Government undertook legislative reforms in the following critical areas: the Devolution of Estates Act 2007, Domestic Violence Act 2007, Registration of Customary Marriage and Divorce Act 2007, Child Rights Act 2007 and the Chieftaincy Act 2009.                                                                                                                                                                                                                                                                                                                                                                                                                                       Parliament in 2007 enacted the three ""Gender Justice Laws"" (the Registration of Customary Marriage and Divorce Act, the Domestic Violence Act and the Devolution of Estates Act) after the former President Ahmad Tejan Kabbah gave a certificate of urgency for the passage of the three Gender Bills.                                                                                             The Anti-Human Trafficking Act was enacted in 2005.                                                                                                                                                                                The Child Rights Act is undergoing some amendments that will soon be completed. ",Legislation/policy change,Low ,N,,,,,,1,0,0,0,0,0,0,0,0,1
SIERRA LEONE,2007,2012,"Article 2, Article 3","Place the highest priority on the enactment, during the current Parliamentary session, of pending draft bills that will strengthen compliance with the Convention.        ",Implemented,"The Government enacted: the Devolution of Estates Act 2007, Domestic Violence Act 2007, Registration of Customary Marriage and Divorce Act 2007, Child Rights Act 2007 and the Chieftaincy Act 2009                                                                                                                                                                                                                                                                                                                                                                                                                                     ",Legislation/policy change,Low ,N,,,,,,1,0,0,0,0,0,0,0,0,1
SIERRA LEONE,2007,2012,"Article 2, Article 3",Take all appropriate measures to guarantee equal rights of women and men in line with article 2(a) (adopt appropriate legislative and other measures) of the Convention.                                                                                                                                                                                                                                                                                                                                                                 ,Implemented,"The Government enacted: the Devolution of Estates Act 2007, Domestic Violence Act 2007, Registration of Customary Marriage and Divorce Act 2007, Child Rights Act 2007 and the Chieftaincy Act 2009. The government also adopted various other measures towards guaranteeing equal rights, as described elsewhere in this summary.                              ",Legislation/policy change,Low ,N,,,,,,1,0,0,0,0,0,0,0,0,1
SIERRA LEONE,2007,2012,"Article 2, Article 3, Article 5(a), Article 10(h), Article 12, General Recommendation 24",Strengthen its awareness-raising and educational efforts to eliminate the practice of female genital mutilation and its underlying cultural justifications. ,Implemented,"There is an ongoing sensitization and awareness raising engagements with the traditional leaders and initiators to discourage harmful traditional practices especially FGM. In 2008, the National Movement for Emancipation and Progress (NAMEP), an umbrella body of 20 Women's Organizations, was launched to advocate and lobby against harmful cultural practices against women, especially female genital cutting. NAMEP has been active in sensitizing the ""Sowei's” (initiators in female secret society) on the age of consent, the consequences of violation and potential side effects of the act. Some Chiefdoms in the Northern parts of Sierra Leone have locally legislated against FGM in their chiefdoms. ",Awareness campaign,Low ,N,,,,,,0,0,0,0,0,1,0,0,0,1
SIERRA LEONE,2007,2012,"Article 2, Article 3, Article 5(a), Article 10(h), Article 12, General Recommendation 24",Devise programmes for alternate sources of income for those who perform female genital mutilation,Unacknowledged,No state action taken ,Legislation/policy change,Low ,N,,,,,,0,0,0,0,0,1,0,0,0,1
SIERRA LEONE,2007,2012,"Article 2, Article 3, Article 12, General Recommendation 24",Examine the link between female genital mutilation and the prevalence of vescico-vaginal fistula. Take measures to reduce the occurrence of vescicovaginal fistula and provide medical support to those affected by it.,Unacknowledged,No state action taken ,Health systems strengthening,Low ,N,,,,,,0,0,0,0,0,1,0,0,0,1
SIERRA LEONE,2007,2012,"Article 2, Article 3, General Recommendation 19",Place the highest priority on implementing a comprehensive approach to address all forms of violence against women,Implemented,"The Family Support Unit (FSU) was established in 2002 and there are now 41 FSUs across the country. A National Committee on Gender-Based Violence (NaC-GBV) has been established comprising of government institutions, UN System, International and National Non-governmental Organizations working on the prevention and response to GBV issues.  A NaC-GBV Secretariat has been set up within the Ministry. Regional GBV Committees have also been established in the provinces and are providing training in prevention and response to GBV issues.                                                                                                                                                                                       A National Referral Protocol for Child Victims/Survivors of Sexual and GBV has been developed through wide range of stakeholder consultations. This will be piloted in four districts.                                                                                                                                                                      The Bar Association has set up the National Centre for the Prosecution of Violence against Women, with the mandate to investigate and prosecute GBV and domestic abuse. The Sierra Leone Government has finalized the Sexual Offences Bill and sought Cabinet approval for submission to Parliament.",Legislation/policy change,Low ,N,,,,,,1,0,0,0,0,0,0,0,0,1
SIERRA LEONE,2007,2012,"Article 2, Article 3, General Recommendation 19",The speedy enactment and the full implementation of the bill on domestic violence.,Not implemented,"The Sierra Leone Government finalized the Sexual Offences Bill and sought Cabinet approval for submission to Parliament. However, the Bill had not been enacted or implemented at the time of reporting. ",Legislation/policy change,Low ,N,,,,,,1,0,0,0,0,0,0,0,0,1
SIERRA LEONE,2007,2012,"Article 3, General Recommendation 19",Make full use of the Committee’s general recommendation 19 in its efforts to address violence against women.      ,Not implemented,The State Report does not engage with or acknowledge the Committee’s general recommendation 19 when reporting on its actions regarding violence against women.,Multilateral assistance,Low ,N,,,,,,1,0,0,0,0,0,0,0,0,1
SIERRA LEONE,2007,2012,"Article 3, Article 10(h), General Recommendation 19","Raise public awareness through media and education programmes that all forms of violence against women, including domestic violence, are unacceptable.      ",Implemented,The Ministry has coordinated advocacy events during the International Women's Day and 16 Days of Activism against GBV to garner support from stakeholders in addressing GBV. The FSUs supported by UNFPA also issued a Situation Report on the status of Sexual Abuse and Domestic Violence cases reported to them.           ,Awareness campaign,Low ,N,,,,,,1,0,0,0,0,0,0,0,0,1
SIERRA LEONE,2007,2012,"Article 2, Article 3, Article 4, Article 10(h)","Implement measures to ensure equal access for girls and women to all levels of education and retention of girls in school, including through temporary special measures.  ",Implemented,"MEST has developed strategies, among others, in the Education Sector Plan, to reduce gender disparity and gender-based violence, particularly for girls in school. In the period 2006 – 2009, strides were made in the sphere of equality of access to education at all levels primary, secondary, tertiary and non-formal. ",Legislation/policy change,Low ,N,,,,,,1,0,0,0,0,0,0,0,0,1
SIERRA LEONE,2007,2012,"Article 2, Article 3, Article 16(1)(e )",Accelerate its reform of marriage and family relations in order to eliminate all discriminatory provisions in customary law and the Mohammedan Marriage Act. ,Implemented,"The Registration of Customary Marriage and Divorce Act, 2007 has been passed. Customary marriage and divorce are now required to be registered.                                                                                                            Early marriages (marriages before of consent, i.e. 18 years) and forced marriages (without consent) are now unlawful in Sierra Leone under the Child Rights Act 2007.                                                                                                                                                          However, discriminatory provisions in the Mohammedan Marriage Act are barely acknowledged in the State Report. No actions to eliminate these discriminatory provisions are reported on. ",Legislation/policy change,Low ,N,,,,,,0,1,0,0,0,0,0,0,1,1
SIERRA LEONE,2007,2012,"Article 3, General recommendation 19","Train the judiciary, law enforcement officials, legal professionals, social workers and health providers on violence against women.          ",Implemented,"The FSU was established in 2002 and there are now 41 FSUs across the country. These are specialist units attached to police stations with a mandate for the investigation of all forms of child abuse and violence against women. The FSUs have a partnership with the MSWGCA in an effort to combat all forms of abuse against children and women. Regional GBV Committees have also been established in the provinces and are providing training in prevention and response to GBV issues. Currently there is training for medical personnel to provide medical response to survivors.                                                                                          The Sierra Leone Bar Association has set up the National Centre for the Prosecution of Violence against Women, with the mandate to investigate and prosecute GBV and domestic abuse.",Governance and coordination (establishing human rights infrastructure),Low ,N,,,,,,1,0,0,0,0,0,0,0,0,1
SIERRA LEONE,2007,2012,"Article 2, Article 3, Article 12, General Recommendation 24                                                                          ",Enact without delay legislation prohibiting female genital mutilation and to ensure that offenders are prosecuted and adequately punished.                                                                              ,Unacknowledged,No state action taken ,Legislation/policy change,Low ,N,,,,,,0,0,0,0,0,1,0,0,0,1
SIERRA LEONE,2007,2012,"Article 3, General Recommendation 19","Establish support measures for victims of violence against women, including shelters and legal, medical and psychological support.  ",Implemented,"The FSUs have a partnership with the MSWGCA in an effort to combat all forms of abuse against children and women. Regional GBV Committees have also been established in the provinces and are providing training in prevention and response to GBV issues. Currently there is training for medical personnel to provide medical response to survivors. A National Referral Protocol for Child Victims/Survivors of Sexual and GBV has been developed through wide range of stakeholder consultations. The Ministry and IOM are working together to provide shelter/accommodation (safe homes) for victims of trafficking. During the stay of victims of trafficking in the safe homes, psychosocial counselling and family tracing for eventual reintegration with their families or relatives are provided. Two safe homes have been constructed.
",Health systems strengthening,Low ,N,,,,,,1,0,0,0,0,0,0,0,0,1
SINGAPORE,2011,2015,General recommendation 19,""" provide foreign wives of Singaporean
citizens, in cases of abuse and violence, with prompt access to information and
sufficient shelters for the time period required"" ",Unacknowledged,N/A,Access to justice (responses and remedies for injustice),High,N,,,,,,1,0,0,0,0,0,0,0,0,1
SINGAPORE,2011,2015,General recommendation 19 ,""" enact legislation criminalizing
marital rape",Implemented,Amendment of the Penal Code…making it an offence for a husband to engage in non-consensual sexual inercourse,Legislation/policy change,High,N,,,,,,0,0,0,0,0,0,0,1,0,1
SOUTH AFRICA,2011,2019,"Article 1, Article 2, Article 3","16. While the Committee acknowledges that the State party is currently undergoing a reform to ensure women’s access to justice, to improve prosecution and conviction of cases related to violence against women in the country, the Committee expresses concern about certain provisions of the Traditional Courts Bill, which may jeopardize women’s access to justice and equality of treatment before the law, including by using a vague wording that enables the continuing representation of women by male family members. 17. The Committee urges the State party to:
a) Strengthen its judicial system to ensure that women have effective access to justice and to facilitate women’s access to justice by, for example, providing free legal aid to women without sufficient means;
b) Discuss with the legislators reviewing the Traditional Courts Bill the importance of harmonizing the provisions of the bill with the State party’s constitutional principles relating to non-discrimination and equality between women and men, as well as with its obligations under the Convention, and make the necessary amendments before its adoption; and 
c) Provide systematic training to judges, lawyers, labour inspectors, NGOs and employers on the application of legislation prohibiting discrimination, in light of its obligations under the Convention and its Optional Protocol.
",Inadequate response,"Equality law and access to equality protection

20.  The  Green  Paper  towards  the  Women’s  Empowerment  and  Gender  Equality
(WEGE)  Bill  lapsed  in  April  2014.  The  detailed  explanation  of  the  processes
undertaken has already been submitted to the UN Office of the High Commissioner
on Human Right in September 2015.
21.  In 2009, all Magistrates’  Courts and High Courts  were designated as Equality
Courts.  Regulations  for  Equality  Courts  have  also  been  promulgated. 4   This  has
improved  access  to  justice  as  the  public  can  now  lodge  complaints  of  unfair
discrimination at the Courts nearest to their community.
",Access to justice (legal aid and legal protection),Upper middle,N,,,,,,1,0,0,0,0,0,0,0,0,1
SOUTH AFRICA,2011,2019,"Article 2, Article 3","""ensure the adequate dissemination of the Convention ...and enhance women’s awareness of their rights and the means to enforce them""
",Implemented,"The Parliamentary  Portfolio  Committee  on Women  and the  Select  Committee
on  Co-operative  Governance  and  Traditional  Affairs  (Women,  Youth  and
Inter-Governmental  Relation  matters)  have  since  2014  exercised  their  oversight
functions by requesting government departments to account on measures undertaken
to empower women. They may request for a report on implementation of legislation.
They also conduct monitoring visits to government programmes on e mpowerment at
local  level.  In  addition,  the  Committees  hold  public  hearings  on  issues  concerning
women,  and  especially  the  impact  of  certain  legislation,  such  as  the  Domestic
Violence Act,  Maintenance Act,  and  the  Sexual  Offences  and Amendment  Matters
Act. Parliament and provincial legislatures also hold annual  “Women’s Parliament”
sessions during the National Women’s Month in August, host debates on the 16 days
Campaign of “No Violence Against Women and Children”, as well as annual sessions
of “Taking Parliament to the People”.
",Legislation/policy change,Upper middle,N,,,,,,1,0,0,0,0,0,0,0,0,1
SOUTH AFRICA,2011,2019,"Article 2, Article 3","14. While welcoming the efforts of the State party towards incorporating the Convention through the adoption of specific legislation, the Committee regrets that neither the Constitution nor other relevant legislation of the State party embodies the principle of substantive equality between women and men, or prohibits direct and indirect discrimination against women in accordance with article 1 of the Convention. 
15. The Committee calls on the State party to expedite the consultations on the Green Paper towards a Gender Equality Bill in order to submit it as soon as possible for adoption to the Parliament, and achieve de jure equality for women and compliance with the State party’s international treaty obligations. It also urges the State party to fully incorporate into the Gender Equality Bill the principle of equality between women and men in accordance with article 2(a) of the Convention, as well as to prohibit discrimination on the basis of sex, in line with article 1 and other relevant provisions of the Convention.  
",Implemented,"The Concluding Observations were circulated widely via email to stakeholders
such as government, Parliament, the Commission for Gender Equality, civil society
organisations, media, sports fraternity; traditional and religious, labour movements,
judiciary, business and any other interested parties.
12.  The Women’s Human Rights Resource Book, a resource book on international
and regional instruments and institutions that support gender equality was published
by the Department of Justice and Constitutional Development, and was distributed to
all judicial  workshops  and  conferences.  Furthermore, the  South African  Chapter  of
the International Association of Women Judges adopted the Jurisprudence of Equality
Programme with an objective of training members of the judiciary on the development
of the jurisprudence of equality through the use of international instruments including
CEDAW and its Optional Protocol.
13.  The  South African  Women  Lawyers Association  has  training  programmes  on
international  instruments,  as  well  as  on  litigation  to  promote  human  rights  for  its
members which includes male lawyers as friends of the Association.
14.  In order to popularise the CEDAW Committee’s General Recommendations 12
and  19,  the  State  coordinates  stakeholders  to  promote  women’s  human  rights  and
collective responsibility in the fight to eradicate violence against women and children
through  the  “#CountMeIn”  Campaign  to  shift  society’s  perception  on  their  role  in
acknowledging that violence against women and children is a crime that affects the
entire society.
",Legislation/policy change,Upper middle,N,,,,,,1,0,0,0,0,0,0,0,0,1
SOUTH AFRICA,2011,2019,General recommendation 19,"Violence against women
24. While noting that a number of policy, legislative, administrative, victims empowerment and other measures, based on a multi-sectoral approach at the operational level, have been put in place to combat violence against women in the country, the Committee expresses serious concern at the inordinately high prevalence of sexual violence against women and girls, and widespread domestic violence. The Committee is also concerned that such violence appears to be socially normalized, legitimized and accompanied by a culture of silence and impunity. It is further concerned at the low levels of prosecution and conviction, and at reports indicating that some police officers fine rape perpetrators in lieu of reporting the cases. The Committee regrets the lack of information on the impact of the measures and programmes in place to reduce incidences of all forms of violence against women and girls. The Committee is also concerned that social support services, including shelters, are inadequate due to inappropriate budgetary allocations. 
",Partial,"The report commissioned by the Government in 2007 compiled by the Centre
for the Study of Violence and Reconciliation did not provide any new information but rather confirmed what government already knew and for which they had developed and  implemented  a  plan.  This  transpired  through  the  establishment  of  the  Sexual Offences  and  Community  Affairs  (SOCA)  Unit,  Inter  Departmental  Management Team,  Thuthuzela  Care  Centres  (TCC),  Ndabezitha  dialogues  and  many  other initiatives.
",Awareness campaign,Upper middle,N,,,,,,1,0,0,0,0,0,0,1,0,1
SOUTH AFRICA,2011,2019,Article 5(a),"Trafficking and exploitation of prostitution 
27. The Committee is concerned about the lack of information about the extent of the phenomenon of trafficking in women in the country, despite the acknowledgement on the part of the State party, in its report,  that it was a country of origin, transit and destination of victims of trafficking. The Committee notes with concern that statistics on the number of women and girls who are victims of trafficking for sexual and economic exploitation are not available, in light of the fact that prostitution is criminalized. It is also concerned at the State party’s failure to address the root causes of trafficking and prostitution, including poverty, which impedes the State party’s efforts to address these issues in a serious way. In addition, the Committee regrets the lack of information provided on the existence and implementation of regional and bilateral memoranda of understanding and/or agreements with other countries on trafficking, and the inadequate information provided on prosecution and punishment of traffickers.
",Implemented,"The Prevention and Combating of Trafficking in Persons Act, 2013 (Act No. 7
of  2013)  was  promulgated  in  2013.  The Act  is  a  single  statute  that  tackles  human
trafficking  holistically  and  comprehensively  by  providing  a  maximum  penalty  of
R100-million or life imprisonment or both in the case of a conviction. The legislation
fulfils the objectives to: (i) provide for an offence of trafficking in persons and other
offences  associated  with  trafficking  in  persons;  (ii)  to  prevent  and  combat  the
trafficking in persons within or across the borders of the Republic; (iii) to provide for
measures to protect and assist victims of trafficking in persons; (iv) to provide for the
establishment  of  the  Intersectoral  Committee  on  Prevention  and  Combating  of
Trafficking in Persons; and (v) the criminalisation of practices resulting in forced and
early marriages and harmful cultural and traditional practices such as Ukuthwala. The
Act also gives effect to the domestication of the UN Protocol to Prevent, Suppress,
and Punish Trafficking in Persons.
",Legislation/policy change,Upper middle,N,,,,,,0,1,0,0,0,0,0,0,0,1
SOUTH AFRICA,2011,2019,"Article 3, Article 11(1)(f)","Participation in political and public life
29. While acknowledging the significant increase in the number of women in Parliament, diplomacy, and decision-making positions within the public administration as a result, inter alia, of temporary special measures in accordance with article 4, paragraph 1, of the Convention, the Committee notes that the same level of progress has not been achieved, and that obstacles to the advancement of women still remain, in other areas of public and professional life, as well as in decision-making positions, including in the judiciary, local government, trade unions and the private sector. 
",Partial,"South Africa has seen a number of women taking up leadership positions at the
international  level.  They  include  Dr.  Nkosazana  Dlamini-Zuma,  the  first  woman  in
Africa to chair the African Union Commission; Dr. Phumzile Mlambo-Ngcuka, former
Deputy  President  of  the  country,  as  the  Under-Secretary-General  and  Executive
Director  of  UN-Women; and the positioning of other  South African  women  such as
Ms.  Geraldine  Frazer-Moleketi,  Special  Gender  Envoy  to  the African  Development
Bank; Ms. Rashida Manjoo, Special Rapporteur on Violence against women, its causes
and consequences; and Judge Navi Pillay as the former High Commissioner for Human
Rights and formerly as a judge in the International Criminal Court (ICC). This is an
indication of the impact that women in decision-making have in winning the trust and
confidence of citizens in South Africa, on the continent and internationally. 
",Women's leadership and participation ,Upper middle,N,,,,,,1,0,0,0,0,0,0,0,0,1
SOUTH AFRICA,2011,2019,Article 11(1)(f),"Employment 33.The Committee acknowledges the State party’s efforts to implement legislative measures aimed at eliminating discrimination against women in employment, such as the Employment Equity Act, and the establishment of the Employment Conditions Commission to ensure the right of equal remuneration for women and men. However, the Committee is concerned about the persistence of discrimination against women in the labour market, in particular the high rate of unemployment affecting women (30 per cent), the wide gender/wage gap, and occupational segregation. The Committee also regrets that even though the Employment Equity Act (1998) and the Equality Act (2000) prohibit discrimination on the grounds of pregnancy, and the Basic Conditions of Employment Act (1997) protects maternity leave, there is no provision in domestic legislation for remunerated maternity leave.",Implemented,"The Employment Equity Act, 1998 (Act No. 55 of 1998), has been amended by
the  Employment  Equity  Act,  2013  (Act  No.  47  of  2013).  The  amendment  has
explicitly  incorporated  the  concept  of  equal  pay  for  work  of  equal  value,  into  the
unfair  discrimination  provisions  and  aligns  the  Act  with  the  International  Labor
Organization prescripts. This stipulates that it is unfair for an employer, based on a
prohibited  ground,  or  analogous  arbitrary  ground,  to  have  different  terms  and conditions of employment for employees doing the same work. Provision is now made in the Act for the Minister, after consultation with the Commission for Employment Equity, to  issue  regulations to prescribe  the criteria  and  methodology  for  assessing
work of equal value.42 Furthermore, all cases of sexual harassment can be arbitrated
irrespective of earnings.
",Women's leadership and participation ,Upper middle,N,,,,,,0,0,1,0,0,0,0,0,0,1
SOUTH AFRICA,2011,2019,Article 10(h),"Education 
31. The Committee notes with appreciation the measures undertaken by the State party in the area of education, including the National Education Infrastructure Management System, the National School Nutrition Programme, the Girls Education Movement (GEM), and the development of the Guidelines for the Prevention and Management of Sexual Violence and Harassment in Public Schools. The Committee is concerned that teenage pregnancy is the most common reason why girls leave school, resulting in high drop-out rates, and it is further concerned about the lack of information on re-enrolment rates after giving birth. The Committee also expresses grave concern about the high number of girls who suffer sexual abuse and harassment in schools by both teachers and classmates, as well as the high number of girls who suffer sexual violence while on their way to/from school. The Committee is concerned, in particular, at reports indicating that prostitution, exploitative sex and rape are perpetrated in connection with a child’s access to education. The Committee notes that education is key to the advancement of women, and that the low level of education of women and girls remains one of the most serious obstacles to their full enjoyment of their human rights. 
",Implemented," Government has embarked on several strategies to promote school safety as well
as enhance the implementation of the Guidelines for the Prevention and Management
of Sexual Violence and Harassment. The Guidelines  were distributed to all schools
and serve to enhance  measures to create a safe and caring school environment free
from all forms of sexual harassment and violence, as well as to assist public schools
in maintaining the minimum standard procedures for addressing allegations of sexual
violence in schools (DBE, 2010c).
",Awareness campaign,Upper middle,N,,,,,,1,0,1,0,0,0,0,1,0,1
SRI LANKA,2011,2015,General recommendation 19,""" adopt comprehensive legislation to criminalize all forms of violence""",Implemented,"""All acts of violence against women are criminalized"" ",Legislation/policy change,Lower middle ,N,,,,,,1,0,0,0,0,0,0,0,0,1
SRI LANKA,2011,2015,General recommendation 19,"""criminalization of marital rape regardless of judicial
acknowledgement of separation""",Not implemented,""" act of sexual intercourse without the consent of the wife is by
itself not a crime under the existing law"" ",Legislation/policy change,Lower middle ,N,,,,,,0,0,0,0,0,0,0,1,0,1
SRI LANKA,2011,2015,General recommendation 19,""" implement its decision to
establish State-sponsored shelters for victims of violence""",Unacknowledged,N/A,Grass roots initiatives/projects,Lower middle ,N,,,,,,1,0,0,0,0,0,0,0,0,1
